#{"t_start": 1781077190.701003, "env_id": "None"}
r,l,t
157.0,50,143.845846
183.333333,50,144.176097
184.916667,50,144.207316
176.833333,50,144.237314
181.5,50,144.268978
155.0,50,144.309612
184.333333,50,144.346564
161.533333,50,144.38109
184.916667,50,144.414815
196.083333,50,144.44782
161.783333,50,144.506652
188.666667,50,144.832312
181.083333,50,144.856829
172.166667,50,144.882543
190.083333,50,144.912833
187.916667,50,144.937997
175.416667,50,144.963004
179.083333,50,144.988651
185.75,50,145.020056
184.416667,50,145.050903
165.583333,50,145.075601
170.75,50,145.324062
179.833333,50,145.352125
156.666667,50,145.385386
177.416667,50,145.419386
185.75,50,145.450392
202.7,50,145.479321
179.416667,50,145.505545
165.166667,50,145.529564
180.0,50,145.555758
181.583333,50,145.579273
178.866667,50,145.609901
