#{"t_start": 1781077190.701003, "env_id": "None"}
r,l,t
192.583333,50,87.663724
172.583333,50,87.701728
172.583333,50,87.745249
187.416667,50,87.785
167.416667,50,87.820267
147.083333,50,87.857644
193.5,50,87.894641
166.333333,50,88.278538
102.083333,50,88.314234
206.666667,50,88.352249
157.916667,50,88.396276
165.5,50,88.503482
154.416667,50,88.549123
144.5,50,88.601265
178.583333,50,88.647237
161.666667,50,88.69717
155.333333,50,88.76458
171.333333,50,89.213649
169.916667,50,89.247838
177.0,50,89.280841
160.083333,50,89.314841
154.25,50,89.347359
161.583333,50,89.376032
156.75,50,89.408835
153.45,50,89.465925
156.0,50,89.507929
141.583333,50,89.550371
187.083333,50,89.596405
148.666667,50,89.975328
174.25,50,90.007336
187.166667,50,90.038866
189.333333,50,90.075841
163.333333,50,90.107841
151.833333,50,90.137849
145.75,50,90.171078
134.916667,50,90.200091
179.416667,50,90.233245
160.0,50,90.264642
165.25,50,90.816828
160.5,50,90.862137
165.25,50,90.951521
142.75,50,91.024722
173.416667,50,91.071604
176.416667,50,91.119571
166.833333,50,91.16214
187.25,50,91.208676
135.783333,50,91.245858
175.25,50,91.285585
185.583333,50,91.753729
173.166667,50,91.7984
175.25,50,91.84332
147.5,50,91.896267
183.083333,50,91.929183
178.666667,50,91.971417
184.833333,50,92.017418
173.666667,50,92.04821
163.916667,50,92.080478
184.833333,50,92.116484
186.25,50,92.471068
168.5,50,92.503069
157.75,50,92.53707
178.416667,50,92.578055
142.083333,50,92.614061
122.75,50,92.648845
142.25,50,92.691025
147.616667,50,92.733672
172.25,50,92.774121
156.916667,50,92.821421
179.0,50,92.862898
161.416667,50,93.326879
195.5,50,93.367853
166.416667,50,93.406908
159.5,50,93.481348
172.0,50,93.586737
173.916667,50,93.627267
193.666667,50,93.663945
159.25,50,93.704941
125.166667,50,93.744941
188.0,50,93.784046
88.5,50,94.131164
169.916667,50,94.168374
183.833333,50,94.199372
180.25,50,94.236622
163.083333,50,94.261825
172.916667,50,94.285836
166.583333,50,94.313834
172.083333,50,94.339854
162.75,50,94.362838
169.25,50,94.386127
163.0,50,94.628048
137.166667,50,94.655054
186.083333,50,94.677975
188.25,50,94.70301
164.666667,50,94.72597
133.5,50,94.747975
143.0,50,94.773152
161.916667,50,94.798152
186.5,50,94.824268
182.25,50,94.846879
152.166667,50,95.187196
191.666667,50,95.213124
160.416667,50,95.238637
164.666667,50,95.264912
149.333333,50,95.289601
163.583333,50,95.315603
188.083333,50,95.342601
153.333333,50,95.371271
178.0,50,95.397244
153.5,50,95.426767
175.583333,50,95.520621
188.75,50,95.855543
183.25,50,95.879764
100.75,50,95.904764
177.75,50,95.930762
167.0,50,95.96277
162.5,50,95.987839
197.75,50,96.01184
187.5,50,96.034899
187.333333,50,96.059783
177.5,50,96.083919
176.833333,50,96.393573
177.0,50,96.421381
165.0,50,96.456649
165.0,50,96.487788
160.166667,50,96.517994
197.833333,50,96.548807
177.083333,50,96.576594
153.166667,50,96.609618
149.166667,50,96.63214
171.5,50,96.655835
168.75,50,96.977112
156.833333,50,97.008894
163.583333,50,97.037708
182.166667,50,97.065782
149.583333,50,97.095402
141.333333,50,97.126364
147.0,50,97.154461
163.666667,50,97.180501
181.166667,50,97.207891
180.916667,50,97.233415
156.583333,50,97.525421
158.0,50,97.55932
180.666667,50,97.588005
157.166667,50,97.630028
183.75,50,97.661289
174.0,50,97.692387
181.333333,50,97.7228
167.45,50,97.752801
158.416667,50,97.787758
167.833333,50,97.816754
194.5,50,97.848506
164.416667,50,98.172186
136.916667,50,98.201842
150.333333,50,98.233439
170.333333,50,98.265683
168.75,50,98.2949
196.083333,50,98.324812
144.45,50,98.355546
164.833333,50,98.471628
178.666667,50,98.530704
157.833333,50,98.608762
168.616667,50,99.508818
171.666667,50,99.598445
173.666667,50,99.957464
199.0,50,100.310147
172.583333,50,100.411294
162.916667,50,100.618465
71.583333,50,100.679151
188.5,50,100.724377
178.916667,50,100.767378
200.083333,50,100.80738
191.416667,50,102.205053
169.0,50,102.269343
184.083333,50,102.31837
191.583333,50,102.370006
180.5,50,102.404135
146.666667,50,102.434134
156.283333,50,102.464137
149.0,50,102.499395
177.416667,50,102.529403
182.416667,50,102.562516
173.833333,50,103.211041
151.833333,50,103.255039
183.916667,50,103.309038
137.75,50,103.468946
171.583333,50,103.523959
144.0,50,103.570773
168.416667,50,103.631773
165.583333,50,103.694774
179.833333,50,103.742383
174.166667,50,103.78203
193.583333,50,104.087402
163.083333,50,105.633526
181.0,50,105.729047
