#{"t_start": 1781087405.528682, "env_id": "None"}
r,l,t
236.916667,50,0.723389
243.5,50,0.758729
237.916667,50,0.790087
245.5,50,0.817007
242.916667,50,0.842004
230.75,50,0.982178
180.116667,50,1.011184
240.416667,50,1.036179
240.416667,50,1.066207
246.5,50,1.092178
