#{"t_start": 1781077617.2064164, "env_id": "None"}
r,l,t
0.1,50,97.759734
7.6,50,97.790102
5.9,50,97.82418
-8.5,50,97.856369
-5.7,50,97.883517
-12.3,50,97.919801
-7.9,50,97.990026
2.3,50,98.038141
-12.0,50,98.083622
-12.0,50,98.528185
-11.7,50,98.552855
-3.4,50,98.590471
-1.6,50,98.62361
-4.7,50,98.651538
-12.3,50,98.676196
7.0,50,98.711782
-12.0,50,98.75294
5.7,50,98.789831
-2.4,50,98.821184
0.8,50,99.302207
-0.8,50,99.344298
1.0,50,99.395296
-12.0,50,99.436909
6.5,50,99.466984
-0.2,50,99.499094
7.4,50,99.534194
-5.4,50,99.561765
-0.4,50,99.587336
-12.3,50,99.618507
-4.5,50,100.081437
-2.3,50,100.132144
-12.3,50,100.192001
-12.6,50,100.285593
2.9,50,100.329424
2.8,50,100.372819
-10.5,50,100.41935
3.0,50,100.461098
5.7,50,100.512241
4.8,50,100.563606
16.4,50,100.611436
